Ano;Semestre;Concelho;Potência de Ligação (kW);Processos Concluídos (#);CodConcelho
2024;2;Alcobaça;1726.3600000000001;149.0;1001
2024;2;Loures;2741.18;150.0;1107
2024;2;Santo Tirso;1586.8999999999999;123.0;1314
2024;2;Mirandela;435.62;77.0;0407
2024;2;Alfândega da Fé;41.599999999999994;16.0;0401
2024;2;Tondela;415.37;116.0;1821
2024;2;Espinho;34.5;16.0;0107
2024;2;Vila Real de Santo António;73.75999999999999;21.0;0816
2024;2;Faro;838.38;105.0;0805
2024;2;Vizela;230.00000000000003;53.0;0314
2024;2;Avis;85.18;15.0;1203
2024;2;Alter do Chão;52.43;9.0;1201
2024;2;Armamar;118.72999999999999;20.0;1801
2025;1;Cartaxo;220.93;36.0;1406
2025;1;Setúbal;1301.25;92.0;1512
2025;1;Castelo Branco;807.22;70.0;0502
2025;1;Alenquer;1856.54;55.0;1101
2025;1;Fornos de Algodres;17.55;4.0;0905
2025;1;Torres Vedras;848.3199999999999;104.0;1113
2025;1;Oleiros;21.52;6.0;0506
2025;1;Lousada;822.33;104.0;1305
2025;1;Serpa;85.22;15.0;0213
2025;1;Vila Franca de Xira;786.11;42.0;1114
2025;1;Santa Comba Dão;58.379999999999995;16.0;1814
2025;1;Moimenta da Beira;99.8;12.0;1807
2025;1;Grândola;556.21;22.0;1505
2025;1;Arganil;396.41999999999996;15.0;0601
2025;1;Portimão;2289.29;47.0;0811
2025;1;Évora;661.23;70.0;0705
2025;1;Leiria;2538.76;161.0;1009
2025;1;Anadia;120.91;53.0;0103
2025;1;Idanha-a-Nova;75.95;13.0;0505
2025;1;Golegã;35.06;13.0;1412
2021;2;Alter do Chão;43.790000000000006;10.0;1201
2021;2;Benavente;667.6199999999999;114.0;1405
2021;2;Alijó;32.89;15.0;1701
2021;2;Paços de Ferreira;479.10999999999996;207.0;1309
2021;2;Pombal;525.6000000000001;139.0;1015
2021;2;Golegã;83.30000000000001;23.0;1412
2021;2;Condeixa-a-Nova;101.62;70.0;0604
2021;2;Alandroal;18.619999999999997;14.0;0701
2021;2;Ferreira do Alentejo;26.96;18.0;0208
2021;2;Peso da Régua;53.300000000000004;12.0;1708
2021;2;Seia;606.36;67.0;0912
2021;2;Constância;16.75;10.0;1408
2021;2;Odemira;330.08;63.0;0211
2021;2;Castelo de Paiva;471.64000000000004;49.0;0106
2021;2;Vale de Cambra;71.41999999999999;32.0;0119
2021;2;Aljezur;84.53999999999999;36.0;0803
2021;2;Arcos de Valdevez;41.260000000000005;35.0;1601
2021;2;Ovar;702.9399999999999;115.0;0115
2021;2;Póvoa de Varzim;449.18999999999994;245.0;1313
2021;2;Vila Real;262.25;128.0;1714
2021;2;Chamusca;120.6;37.0;1407
2021;2;Resende;15.36;16.0;1813
2021;2;Póvoa de Lanhoso;100.03;74.0;0309
2021;2;Murtosa;78.2;31.0;0112
2021;2;Tábua;56.5;33.0;0616
2021;2;Carregal do Sal;67.13;46.0;1802
2021;2;Chaves;371.26;96.0;1703
2021;2;Bragança;176.39;97.0;0402
2021;2;Coimbra;2006.77;443.0;0603
2021;2;Vila Nova de Paiva;32.35;12.0;1822
2021;2;Castelo Branco;614.6899999999999;113.0;0502
2021;2;Tavira;142.73000000000002;47.0;0814
2021;2;Viana do Alentejo;46.31;25.0;0713
2021;2;Entroncamento;422.84000000000003;66.0;1410
2021;2;Valongo;681.6100000000001;200.0;1315
2021;2;Viana do Castelo;971.6899999999998;254.0;1609
2021;2;Cascais;815.7200000000001;471.0;1105
2021;2;Baião;22.580000000000002;21.0;1302
2021;2;Guarda;235.85000000000002;103.0;0907
2021;2;Campo Maior;12.780000000000001;11.0;1204
2021;2;Seixal;725.5899999999999;414.0;1510
2021;2;Vila Franca de Xira;227.10000000000002;115.0;1114
2021;2;Santarém;350.54999999999995;146.0;1416
2021;2;Leiria;2811.7799999999997;477.0;1009
2021;2;Ponte da Barca;20.049999999999997;18.0;1606
2021;2;Lagoa;240.56000000000003;67.0;0806
2021;2;Mourão;15.1;8.0;0708
2021;2;Sousel;50.260000000000005;11.0;1215
2021;2;Abrantes;222.92000000000002;98.0;1401
2021;2;Estremoz;45.64;25.0;0704
2021;2;Barcelos;1646.4;475.0;0302
2021;2;Santa Maria da Feira;1066.96;275.0;0109
2021;2;Gouveia;62.67999999999999;19.0;0906
2021;2;Almada;774.3999999999999;333.0;1503
2021;2;Amares;248.74000000000004;108.0;0301
2021;2;Santiago do Cacém;1128.82;101.0;1509
2021;2;Ansião;84.72999999999999;35.0;1003
2021;2;Vizela;211.86;98.0;0314
2021;2;Sobral de Monte Agraço;93.0;31.0;1112
2021;2;Santo Tirso;1101.13;308.0;1314
2021;2;Tomar;387.57000000000005;106.0;1418
2021;2;Alpiarça;1199.65;22.0;1404
2021;2;Torre de Moncorvo;37.120000000000005;16.0;0409
2021;2;Santa Comba Dão;126.12;67.0;1814
2021;2;Arruda dos Vinhos;101.57;41.0;1102
2021;2;Torres Vedras;3054.8599999999997;186.0;1113
2021;2;Azambuja;85.2;42.0;1103
2021;2;Almeida;35.379999999999995;13.0;0902
2021;2;Melgaço;43.1;17.0;1603
2021;2;Mértola;13.66;12.0;0209
2021;2;Ribeira de Pena;93.91;9.0;1709
2021;2;Tarouca;206.8;7.0;1820
2021;2;Maia;2275.66;251.0;1306
2021;2;Sintra;1565.08;539.0;1111
2021;2;Mafra;1294.23;359.0;1109
2021;2;Tondela;1309.49;117.0;1821
2021;2;Vouzela;106.1;56.0;1824
2021;2;Monchique;33.43;12.0;0809
2021;2;Matosinhos;699.69;155.0;1308
2021;2;Vila Nova de Gaia;1189.58;412.0;1317
2021;2;Sátão;61.14999999999999;49.0;1817
2021;2;Alfândega da Fé;7.73;7.0;0401
2021;2;Pampilhosa da Serra;7.78;10.0;0612
2021;2;Vila do Bispo;50.86;16.0;0815
2021;2;Vila Nova de Foz Côa;20.25;7.0;0914
2022;1;Góis;27.779999999999994;20.0;0606
2022;1;Vila Velha de Ródão;131.35999999999999;9.0;0511
2022;1;Barreiro;811.0099999999999;101.0;1504
2022;1;Golegã;42.03;24.0;1412
2022;1;Baião;61.94999999999999;30.0;1302
2022;1;Alcobaça;1357.28;205.0;1001
2022;1;Lagos;256.73;89.0;0807
2022;1;Entroncamento;525.33;62.0;1410
2022;1;Sousel;69.53;6.0;1215
2022;1;Vila do Conde;850.9200000000001;211.0;1316
2022;1;Óbidos;599.3000000000001;75.0;1012
2022;1;Chamusca;120.80999999999997;23.0;1407
2022;1;Setúbal;901.4199999999998;388.0;1512
2022;1;Cascais;1639.49;482.0;1105
2022;1;Serpa;193.39;23.0;0213
2022;1;Almodôvar;8.530000000000001;7.0;0202
2022;1;Sardoal;11.64;14.0;1417
2022;1;Ferreira do Zêzere;671.56;25.0;1411
2022;1;Mira;253.14999999999998;34.0;0608
2022;1;Boticas;99.44;32.0;1702
2022;1;Torres Vedras;1804.4999999999998;262.0;1113
2022;1;Ovar;546.59;174.0;0115
2022;1;Sabugal;133.81;38.0;0911
2022;1;Peniche;135.12;56.0;1014
2022;1;Mealhada;523.99;104.0;0111
2022;1;Paços de Ferreira;1666.2799999999997;288.0;1309
2022;1;Cinfães;56.69;36.0;1804
2022;1;São João da Madeira;135.04;31.0;0116
2022;1;Amarante;347.01;157.0;1301
2022;1;Gondomar;1096.31;256.0;1304
2022;1;Guimarães;2399.67;805.0;0308
2022;1;Ílhavo;366.2;161.0;0110
2022;1;Pinhel;110.05;42.0;0910
2022;1;Alenquer;1217.2199999999998;134.0;1101
2022;1;Vila Franca de Xira;512.8799999999999;114.0;1114
2022;1;Pombal;1677.3200000000002;198.0;1015
2022;1;Matosinhos;1015.9700000000001;190.0;1308
2022;1;Castro Verde;32.48;25.0;0206
2022;1;Seia;252.25000000000003;166.0;0912
2022;1;Trancoso;486.59999999999997;43.0;0913
2022;1;Alvaiázere;58.85;11.0;1002
2022;1;Carrazeda de Ansiães;12.99;12.0;0403
2022;1;Vila Viçosa;14.45;12.0;0714
2022;1;Maia;848.8100000000002;292.0;1306
2022;1;Marinha Grande;505.26;161.0;1010
2022;1;Vieira do Minho;52.18000000000001;33.0;0311
2022;1;Azambuja;198.56;51.0;1103
2022;1;Figueira da Foz;1301.0500000000002;177.0;0605
2022;1;Marco de Canaveses;889.1500000000001;149.0;1307
2022;1;Sesimbra;406.59;281.0;1511
2022;1;São Pedro do Sul;149.27;57.0;1816
2022;1;São João da Pesqueira;18.490000000000002;13.0;1815
2022;1;Arouca;478.16999999999996;50.0;0104
2022;1;Vale de Cambra;509.45;41.0;0119
2022;1;Ourém;559.16;126.0;1421
2022;1;Albergaria-a-Velha;1365.7000000000003;104.0;0102
2022;1;Santarém;585.3299999999999;226.0;1416
2022;1;Tábua;207.47000000000003;25.0;0616
2022;1;Fafe;548.71;168.0;0307
2022;1;Arganil;60.82;36.0;0601
2022;1;Viana do Alentejo;97.05000000000001;23.0;0713
2022;1;Arruda dos Vinhos;75.50999999999999;37.0;1102
2022;1;Montalegre;70.19;19.0;1706
2022;1;Vimioso;84.7;36.0;0411
2022;1;Vagos;275.8500000000001;93.0;0118
2022;1;Fronteira;21.560000000000002;15.0;1208
2022;1;Ansião;58.52000000000001;32.0;1003
2022;1;Aljustrel;357.64;27.0;0201
2022;1;Benavente;354.77;138.0;1405
2022;1;Castelo Branco;370.28000000000003;141.0;0502
2022;1;Aljezur;82.67999999999999;29.0;0803
2022;1;Oliveira do Bairro;738.0;144.0;0114
2022;1;Vila Pouca de Aguiar;109.99000000000001;38.0;1713
2022;1;Mortágua;236.55999999999997;83.0;1808
2022;1;Aveiro;807.36;324.0;0105
2022;1;Freixo de Espada À Cinta;89.53;7.0;0404
2022;1;Lisboa;711.12;155.0;1106
2022;1;Oliveira de Frades;562.11;31.0;1810
2022;1;Penela;175.26;37.0;0614
2022;1;Montemor-o-Novo;391.72;83.0;0706
2022;1;Ponte de Sor;131.58;70.0;1213
2022;1;Vila Verde;844.52;192.0;0313
2022;1;Miranda do Corvo;115.74;49.0;0609
2022;1;Castelo de Paiva;256.01;79.0;0106
2022;1;Penamacor;34.61;15.0;0507
2022;1;Idanha-a-Nova;153.5;27.0;0505
2022;1;Carregal do Sal;185.73;51.0;1802
2022;1;Santo Tirso;1974.8899999999999;316.0;1314
2022;1;Arcos de Valdevez;123.39999999999999;75.0;1601
2022;1;Portalegre;114.47;57.0;1214
2022;1;Pampilhosa da Serra;7.16;6.0;0612
2022;1;Manteigas;19.44;8.0;0908
2022;1;Alvito;7.23;5.0;0203
2022;2;Aljustrel;184.20000000000002;27.0;0201
2022;2;Seixal;1064.8200000000002;543.0;1510
2022;2;Terras de Bouro;59.19;31.0;0310
2022;2;Aljezur;128.26;33.0;0803
2022;2;Freixo de Espada À Cinta;37.75;7.0;0404
2022;2;Vila Nova de Paiva;117.93;32.0;1822
2022;2;Vale de Cambra;141.12;55.0;0119
2022;2;Viana do Alentejo;160.64000000000001;17.0;0713
2022;2;Nisa;62.06999999999999;26.0;1212
2022;2;Odivelas;308.1;139.0;1116
2022;2;Vila Real de Santo António;303.98999999999995;45.0;0816
2022;2;Bragança;350.56;109.0;0402
2022;2;Arruda dos Vinhos;115.10999999999999;34.0;1102
2022;2;Moura;222.87;34.0;0210
2022;2;Aveiro;917.5899999999999;419.0;0105
2022;2;Cabeceiras de Basto;157.7;76.0;0304
2022;2;Portel;18.669999999999998;10.0;0709
2022;2;Ferreira do Zêzere;220.39;37.0;1411
2022;2;Castanheira de Pêra;26.21;23.0;1007
2022;2;Vila do Bispo;100.95;15.0;0815
2022;2;Trofa;1186.04;151.0;1318
2022;2;Cascais;1486.1200000000001;490.0;1105
2022;2;Vila Pouca de Aguiar;76.0;61.0;1713
2022;2;Mortágua;202.48000000000002;67.0;1808
2022;2;Bombarral;342.89000000000004;61.0;1005
2022;2;Almodôvar;33.18;17.0;0202
2022;2;Peniche;243.77;71.0;1014
2022;2;Boticas;49.800000000000004;26.0;1702
2022;2;Setúbal;1176.27;375.0;1512
2022;2;Coimbra;1041.2599999999998;421.0;0603
2022;2;Tábua;394.56000000000006;56.0;0616
2022;2;Gavião;18.11;17.0;1209
2022;2;Ponte de Lima;1003.83;196.0;1607
2022;2;Ponte da Barca;47.78;27.0;1606
2022;2;Alijó;109.91999999999999;68.0;1701
2022;2;Murtosa;125.47;31.0;0112
2022;2;Mação;318.14;31.0;1413
2022;2;Ansião;337.19;36.0;1003
2022;2;Vila Nova de Famalicão;4274.110000000001;650.0;0312
2022;2;Ourém;1207.5;149.0;1421
2022;2;Vouzela;280.31;89.0;1824
2022;2;Penamacor;83.05000000000001;21.0;0507
2022;2;Vila Nova da Barquinha;92.17999999999999;35.0;1420
2022;2;Alter do Chão;64.72;10.0;1201
2022;2;Mondim de Basto;43.81;39.0;1705
2022;2;Celorico da Beira;140.94;22.0;0903
2022;2;Matosinhos;1272.29;267.0;1308
2022;2;Nelas;150.05;57.0;1809
2022;2;Tondela;732.2;125.0;1821
2022;2;Santarém;1388.9800000000002;171.0;1416
2022;2;Mesão Frio;13.67;7.0;1704
2022;2;Santiago do Cacém;609.56;127.0;1509
2022;2;Lousada;741.97;188.0;1305
2022;2;Reguengos de Monsaraz;91.60000000000001;39.0;0711
2022;2;Albergaria-a-Velha;621.9200000000001;110.0;0102
2022;2;Covilhã;658.23;120.0;0503
2022;2;Penalva do Castelo;37.370000000000005;22.0;1811
2022;2;Golegã;245.18;25.0;1412
2022;2;Vila Flor;29.49;12.0;0410
2022;2;Salvaterra de Magos;308.8;91.0;1415
2022;2;Sintra;2865.06;483.0;1111
2022;2;Carregal do Sal;346.2;42.0;1802
2022;2;Castelo Branco;705.52;216.0;0502
2022;2;Borba;210.85;22.0;0703
2022;2;Arronches;8.83;6.0;1202
2022;2;Almada;910.3600000000001;450.0;1503
2022;2;Vizela;482.2299999999999;132.0;0314
2022;2;Sertã;157.32;69.0;0509
2022;2;Penela;476.14000000000004;19.0;0614
2022;2;Caldas da Rainha;675.27;176.0;1006
2022;2;Vila Velha de Ródão;84.74;39.0;0511
2022;2;Vila do Conde;1804.7499999999998;325.0;1316
2022;2;Valença;158.25;62.0;1608
2022;2;Amares;216.88;102.0;0301
2022;2;Figueira da Foz;4191.07;174.0;0605
2022;2;Lamego;293.82000000000005;64.0;1805
2022;2;Póvoa de Varzim;747.38;162.0;1313
2022;2;Chaves;491.27000000000004;192.0;1703
2022;2;Viana do Castelo;2315.86;434.0;1609
2022;2;Chamusca;262.82;30.0;1407
2022;2;Castro Verde;78.16;23.0;0206
2022;2;Sousel;28.220000000000002;8.0;1215
2022;2;Mourão;8.629999999999999;6.0;0708
2022;2;Alcoutim;22.88;3.0;0802
2023;1;Vila Nova de Famalicão;3972.37;992.0;0312
2023;1;Redondo;136.08;11.0;0710
2023;1;Vinhais;72.88999999999999;38.0;0412
2023;1;Vila Nova de Paiva;81.34;21.0;1822
2023;1;Torres Vedras;1943.82;425.0;1113
2023;1;Arruda dos Vinhos;244.94;55.0;1102
2023;1;Ponte de Sor;105.17;48.0;1213
2023;1;Seixal;1328.3899999999999;895.0;1510
2023;1;Penacova;197.23;92.0;0613
2023;1;Santa Marta de Penaguião;22.28;21.0;1711
2023;1;Castro daire;345.14;59.0;1803
2023;1;Oleiros;56.1;25.0;0506
2023;1;Almeirim;696.11;91.0;1403
2023;1;Arganil;154.5;62.0;0601
2023;1;Coimbra;1609.5;523.0;0603
2023;1;Oeiras;992.8900000000001;272.0;1110
2023;1;Paços de Ferreira;1050.6599999999999;328.0;1309
2023;1;Silves;655.79;194.0;0813
2023;1;Vila Real;429.08;209.0;1714
2023;1;Estremoz;102.08;29.0;0704
2023;1;Crato;64.4;19.0;1206
2023;1;Sintra;2337.54;784.0;1111
2023;1;Vagos;314.26;134.0;0118
2023;1;Trancoso;55.300000000000004;22.0;0913
2023;1;Arronches;14.770000000000001;11.0;1202
2023;1;Lousã;344.46000000000004;87.0;0607
2023;1;Portel;36.82;30.0;0709
2023;1;Tondela;807.73;138.0;1821
2023;1;Oliveira do Hospital;411.67999999999995;90.0;0611
2023;1;Amares;219.59;129.0;0301
2023;1;Campo Maior;287.76;10.0;1204
2023;1;Pampilhosa da Serra;33.46;8.0;0612
2023;1;Montijo;774.59;97.0;1507
2023;1;Vila do Bispo;162.45;34.0;0815
2023;1;Armamar;113.20000000000002;28.0;1801
2023;1;Oliveira de Frades;277.04;67.0;1810
2023;1;Carregal do Sal;124.65;56.0;1802
2023;1;Ponte da Barca;59.900000000000006;31.0;1606
2023;1;Baião;158.59;59.0;1302
2023;1;Cuba;70.94;30.0;0207
2023;1;Lagoa;600.01;127.0;0806
2023;1;Nelas;263.23;78.0;1809
2023;1;Arcos de Valdevez;255.95;142.0;1601
2023;1;Mourão;167.56;8.0;0708
2023;1;Idanha-a-Nova;87.86;44.0;0505
2023;1;Mondim de Basto;22.490000000000002;16.0;1705
2023;1;Odivelas;607.6400000000001;219.0;1116
2023;1;Arraiolos;314.39000000000004;31.0;0702
2023;1;Vila Nova de Gaia;2484.58;630.0;1317
2023;1;Alvito;46.04;9.0;0203
2023;1;Valença;323.63;71.0;1608
2023;1;Figueira da Foz;1570.3300000000002;257.0;0605
2023;1;São Pedro do Sul;378.82;97.0;1816
2023;1;Fornos de Algodres;32.45;18.0;0905
2025;1;Alpiarça;102.7;16.0;1404
2025;1;São Pedro do Sul;1047.35;22.0;1816
2025;1;Oliveira de Frades;30.21;19.0;1810
2025;1;Cascais;1145.43;136.0;1105
2025;1;Sousel;40.360000000000014;10.0;1215
2025;1;Penedono;11.2;4.0;1812
2025;1;Benavente;1507.1799999999998;46.0;1405
2025;1;Gouveia;168.92;14.0;0906
2025;1;Ponte de Sor;3051.6099999999997;22.0;1213
2025;1;Vila Nova de Gaia;2063.8;164.0;1317
2025;1;Ourique;33.64;12.0;0212
2025;1;Covilhã;200.68;43.0;0503
2025;1;Braga;727.13;153.0;0303
2025;1;Gondomar;391.0300000000001;89.0;1304
2025;1;Sabrosa;130.75;15.0;1710
2025;1;Azambuja;368.95000000000005;37.0;1103
2025;1;Valença;78.52;21.0;1608
2025;1;Pombal;1014.07;96.0;1015
2025;1;Cinfães;44.92;10.0;1804
2025;1;Monção;127.62999999999998;35.0;1604
2025;1;Oliveira do Bairro;1401.05;28.0;0114
2025;1;Coruche;105.11;29.0;1409
2025;1;Arronches;26.8;6.0;1202
2025;1;Ponte da Barca;36.26;10.0;1606
2025;1;Mêda;17.720000000000002;9.0;0909
2025;1;Felgueiras;1340.4099999999999;57.0;1303
2025;1;São Brás de Alportel;146.39;7.0;0812
2025;1;Mortágua;42.49;9.0;1808
2025;1;Trofa;1885.67;40.0;1318
2025;1;Fafe;512.8599999999999;67.0;0307
2025;1;Alcanena;165.01;22.0;1402
2025;1;Arouca;119.31;31.0;0104
2025;1;Albufeira;219.14999999999998;55.0;0801
2025;1;Vagos;138.23000000000002;41.0;0118
2025;1;Valpaços;36.89;21.0;1712
2025;1;Guarda;116.88;28.0;0907
2025;1;Caldas da Rainha;450.65;78.0;1006
2025;1;Arruda dos Vinhos;47.47;15.0;1102
2025;1;Palmela;2307.68;93.0;1508
2025;1;Barrancos;13.19;2.0;0204
2025;1;Oliveira de Azeméis;522.3000000000001;53.0;0113
2025;1;Amadora;301.45;14.0;1115
2025;1;Tondela;203.41;47.0;1821
2025;1;Chamusca;268.2;18.0;1407
2025;1;Sines;318.6;12.0;1513
2025;1;Vila do Bispo;41.34;11.0;0815
2025;1;Celorico de Basto;85.56;25.0;0305
2025;1;Porto de Mós;143.45;22.0;1016
2025;1;Figueiró dos Vinhos;22.32;6.0;1008
2025;1;Portalegre;699.15;21.0;1214
2025;1;Almeida;4.93;5.0;0902
2025;1;Aguiar da Beira;69.9;11.0;0901
2025;1;Silves;351.44;61.0;0813
2025;1;Torres Novas;807.7299999999999;64.0;1419
2025;1;Lagoa;434.25;46.0;0806
2025;1;Vila Nova de Famalicão;2492.85;147.0;0312
2025;1;Abrantes;102.71000000000001;44.0;1401
2025;1;Carrazeda de Ansiães;32.86;6.0;0403
2025;1;Coimbra;835.0799999999999;112.0;0603
2025;1;Peniche;535.96;27.0;1014
2025;1;Alvaiázere;159.32;15.0;1002
2025;1;Redondo;36.2;7.0;0710
2025;1;Alcácer do Sal;301.35;15.0;1501
2025;1;Monchique;55.3;5.0;0809
2025;1;Trancoso;8.85;4.0;0913
2025;1;Cuba;1.05;3.0;0207
2025;1;Gavião;2.16;3.0;1209
2025;1;Seia;95.82;24.0;0912
2025;1;Murtosa;18.15;9.0;0112
2025;1;Resende;22.01;9.0;1813
2025;1;Alfândega da Fé;28.799999999999997;4.0;0401
2025;1;Nisa;19.28;8.0;1212
2025;1;Portel;19.950000000000003;8.0;0709
2025;1;Baião;44.85;19.0;1302
2025;1;Viana do Alentejo;17.650000000000002;9.0;0713
2025;1;Figueira de Castelo Rodrigo;13.08;6.0;0904
2025;1;Alcoutim;112.05;9.0;0802
2025;1;Penela;14.37;10.0;0614
2024;1;Fafe;543.19;154.0;0307
2024;1;Valongo;644.38;133.0;1315
2024;1;Felgueiras;1392.51;157.0;1303
2024;1;Arcos de Valdevez;469.6;80.0;1601
2024;1;Peniche;763.85;74.0;1014
2024;1;Alter do Chão;195.31;11.0;1201
2024;1;Arganil;520.7700000000001;48.0;0601
2024;1;Lagoa;606.78;131.0;0806
2024;1;Mesão Frio;7.91;7.0;1704
2024;1;Nelas;1001.55;55.0;1809
2024;1;Aljezur;140.34;34.0;0803
2024;1;Oliveira do Hospital;605.79;65.0;0611
2024;1;Viseu;1898.16;392.0;1823
2024;1;Vila do Bispo;109.47;33.0;0815
2024;1;Castro daire;462.35;78.0;1803
2024;1;Chaves;729.57;153.0;1703
2024;1;Sabugal;72.87;27.0;0911
2024;1;Baião;126.22;45.0;1302
2024;1;Vila Flor;1047.81;14.0;0410
2024;1;Ribeira de Pena;38.95;20.0;1709
2024;1;Portimão;882.27;117.0;0811
